,bound,kl,tS,tT,time,dS,dT,eS,eT,rS,rT
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.205395370721817,0.2556703686714172,0.100348696,0.15754715,120.18965029716492,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4140556156635284,0.0042181015014648,0.09146342,0.15030675,112.27294516563416,0.23331821,0.2414004,0.0773326,0.113092326,0.1939917,0.23379253
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5677981376647949,0.2238178253173828,0.049122807,0.045774646,290.8770308494568,0.4790677,0.47806782,0.16863929,0.16587672,0.40817314,0.40491062
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4140556156635284,0.0042181015014648,0.09146342,0.15030675,114.05104756355286,0.23331821,0.2414004,0.0773326,0.113092326,0.1939917,0.23379253
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1441026628017425,0.0696866512298584,0.040831644,0.05651862,48.01310825347901,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7011833786964417,0.0016231536865234,0.16,0.1891892,71.68352055549622,0.29828897,0.31157598,0.13675617,0.14308809,0.28590065,0.29887608
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0445895753800869,0.196056842803955,0.033016328,0.044027638,439.05866050720215,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8985158205032349,0.1457915306091308,0.24217118,0.24425887,281.27354168891907,0.4900093,0.4901775,0.21215299,0.21449769,0.45715764,0.45958644
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4514320492744446,10.5816650390625,0.22362544,0.22801623,122.21660041809082,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7011833786964417,0.0016231536865234,0.16,0.1891892,83.58413887023926,0.29828897,0.31157598,0.13675617,0.14308809,0.28590065,0.29887608
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4799078106880188,0.149637222290039,0.027522936,0.06451613,330.3083610534668,0.4747378,0.47537288,0.15883948,0.16384803,0.39620838,0.40153447
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8985158205032349,0.1457915306091308,0.24217118,0.24425887,281.8656523227692,0.4900093,0.4901775,0.21215299,0.21449769,0.45715764,0.45958644
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.133101224899292,0.6060848236083984,0.038399536,0.06798206,50.46480894088745,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4157793521881103,33.88958740234375,0.1897932,0.21417145,168.88622951507568,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6947028040885925,0.237189769744873,0.12538226,0.14723927,427.4859991073608,0.48247737,0.48288178,0.18658686,0.19072163,0.42782554,0.43216252
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6947028040885925,0.237189769744873,0.12538226,0.14723927,429.9636826515198,0.48247737,0.48288178,0.18658686,0.19072163,0.42782554,0.43216252
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1322102844715118,0.6702914237976074,0.040758114,0.06782717,82.35687232017517,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8983729481697083,0.0940070152282714,0.147651,0.16216215,128.54833221435547,0.4884369,0.48870596,0.19937061,0.20154078,0.44358906,0.44589376
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1074602603912353,0.0014386177062988,0.03236246,0.03175,732.0545163154602,0.037652507,0.035595246,0.024897017,0.026046086,0.04372327,0.04384371
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8983729481697083,0.0940070152282714,0.147651,0.16216215,130.86089825630188,0.4884369,0.48870596,0.19937061,0.20154078,0.44358906,0.44589376
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2810336649417877,0.0010514259338378,0.036697246,0.059907835,92.27868676185608,0.098242596,0.11496925,0.035513297,0.040851794,0.084634595,0.09833642
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4244482219219208,16.058837890625,0.2804478,0.32379302,54.14950156211853,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2810326218605041,0.0010509490966796,0.036697246,0.059907835,102.1644434928894,0.09824252,0.11496919,0.03551331,0.04085179,0.08463457,0.09833638
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0967096090316772,0.0016951560974121,0.029126214,0.03375,1110.5998032093048,0.03603439,0.037841227,0.021980252,0.027105557,0.039997447,0.04602617
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3439753651618957,22.66546630859375,0.11212863,0.12918755,150.3620421886444,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4507853090763092,5.115013122558594,0.27761152,0.27498847,25.47916865348816,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2633413970470428,0.0097746849060058,0.027972028,0.06690141,97.19610548019408,0.10918617,0.11804465,0.032355644,0.049261685,0.08694873,0.10828401
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1400568783283233,0.0674247741699218,0.039675415,0.056967266,93.02937412261964,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5155859589576721,0.1061992645263671,0.3199966,0.3012973,34.15330791473389,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0628446266055107,0.1901860237121582,0.0403381,0.033346437,582.7859733104706,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0962605848908424,0.0021195411682128,0.027831715,0.03175,967.9287567138672,0.036071043,0.04039993,0.022124087,0.025585722,0.04015961,0.045785688
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2633421123027801,0.009775161743164,0.027972028,0.06690141,117.94403100013731,0.109185934,0.11804442,0.03235562,0.049261674,0.08694859,0.108283885
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5121448636054993,0.096142292022705,0.31632993,0.29796112,62.700658321380615,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4552244544029236,5.030616760253906,0.2689977,0.2779441,72.11123251914978,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0578587017953395,0.1843416690826416,0.035874974,0.033273477,117.24231719970705,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.14430633187294,1.139190673828125,0.064298056,0.06646721,160.28339791297913,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.336647093296051,35.822906494140625,0.098503634,0.11826286,132.7217571735382,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1374807804822921,1.114950180053711,0.06827199,0.067047864,53.587469816207886,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,1.0273127555847168,0.0015087127685546,0.2987013,0.2875817,87.04278254508972,0.19764295,0.21775474,0.25801843,0.23870215,0.35683993,0.3475795
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.219721257686615,0.1164822578430175,0.1136423,0.17052664,39.26987671852112,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.91593736410141,0.0390663146972656,0.26797387,0.26797387,108.2997772693634,0.48280662,0.48252824,0.20939657,0.21043833,0.45079988,0.45170245
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.91593736410141,0.0390663146972656,0.26797387,0.26797387,108.19769597053528,0.48280662,0.48252824,0.20939657,0.21043833,0.45079988,0.45170245
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,1.0273127555847168,0.0015087127685546,0.2987013,0.2875817,81.72968792915344,0.19764295,0.21775474,0.25801843,0.23870215,0.35683993,0.3475795
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2674389183521271,19.88031005859375,0.07495544,0.082572706,254.23894381523127,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1048716977238655,40.76144409179688,0.054897107,0.05487819,184.73897123336792,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2890931665897369,0.0158047676086425,0.045833334,0.060542796,191.50559973716736,0.25014964,0.23497748,0.06439477,0.068183675,0.18946959,0.18567242
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2890931963920593,0.0158047676086425,0.045833334,0.060542796,202.42268681526184,0.25014964,0.23497748,0.06439477,0.068183675,0.18946959,0.18567242
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.359427273273468,0.0709173679351806,0.17909175,0.22225697,45.0897216796875,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3949751853942871,11.392044067382812,0.20272037,0.27359378,56.11016607284546,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3624396324157715,0.0848519802093505,0.18031281,0.22110124,56.85483193397522,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.359811395406723,25.55560302734375,0.16020903,0.18133792,391.785651922226,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.543290376663208,0.2393264770507812,0.031578947,0.056338027,263.41820549964905,0.4783882,0.47852734,0.16571459,0.16826169,0.4049087,0.40752536
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6960857510566711,0.2255306243896484,0.12844037,0.14417177,378.362042427063,0.48315322,0.48391452,0.18645641,0.19164108,0.42803302,0.43359834
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4961788058280945,0.1701798439025879,0.03211009,0.050691243,283.2718584537506,0.476322,0.47625628,0.16077998,0.1622286,0.39894098,0.40035674
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.223117247223854,0.1260695457458496,0.11508366,0.17471938,125.89524579048155,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7275400161743164,0.0014071464538574,0.17333333,0.21621622,71.89801239967346,0.23119985,0.26660663,0.13400504,0.1494278,0.24960496,0.28273112
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4105913341045379,11.59283447265625,0.18258463,0.25497657,96.1049690246582,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7275400161743164,0.0014071464538574,0.17333333,0.21621622,82.6327292919159,0.23119985,0.26660663,0.13400504,0.1494278,0.24960496,0.28273112
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4259720146656036,16.972900390625,0.27405646,0.30454922,272.74810767173767,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1036243736743927,0.208611249923706,0.018440409,0.051756706,60.83428192138672,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5432900190353394,0.239326000213623,0.031578947,0.056338027,290.2892107963562,0.4783882,0.47852734,0.16571459,0.16826169,0.4049087,0.40752536
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1018222942948341,0.1692385673522949,0.018070012,0.05283407,47.33443880081177,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8779153227806091,0.150057315826416,0.24634655,0.26304802,278.72444915771484,0.48992395,0.48972192,0.20997477,0.21501856,0.45493674,0.45987952
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8779153227806091,0.150057315826416,0.24634655,0.26304802,277.45308327674866,0.48992395,0.48972192,0.20997477,0.21501856,0.45493674,0.45987952
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4481532275676727,0.0020093917846679,0.103658535,0.17484662,115.5126175880432,0.15902922,0.20307545,0.09401111,0.13224995,0.17352572,0.23378767
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8090258836746216,0.0997648239135742,0.10067114,0.20945945,110.3300085067749,0.4851385,0.48740226,0.18994339,0.20446172,0.43251264,0.44816285
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2771415412425995,29.940338134765625,0.076389454,0.09481493,325.2861907482147,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1528539210557937,0.0772438943386077,0.056817014,0.043798916,42.92751216888428,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4481532275676727,0.0020093917846679,0.103658535,0.17484662,137.854989528656,0.15902922,0.20307545,0.09401111,0.13224995,0.17352572,0.23378767
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0540526211261749,0.1736774444580078,0.040862847,0.037903257,492.09448504447937,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3997258841991424,39.59112548828125,0.14183733,0.21071856,180.52981567382807,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8090258836746216,0.0997648239135742,0.10067114,0.20945945,133.31666088104248,0.4851385,0.48740226,0.18994339,0.20446172,0.43251264,0.44816285
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4961783587932586,0.1701793670654297,0.03211009,0.050691243,337.3244383335113,0.476322,0.4762563,0.16078001,0.16222861,0.398941,0.40035677
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1244475394487381,1.660196304321289,0.049927868,0.07499656,53.21962809562683,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2071771919727325,0.0037617683410644,0.018348623,0.050691243,107.72144317626952,0.080116585,0.12905025,0.023486525,0.044609897,0.06354482,0.109135024
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4451932907104492,15.398666381835938,0.31574208,0.3107571,70.04059052467346,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2071771621704101,0.0037617683410644,0.018348623,0.050691243,112.95353984832764,0.08011658,0.12905024,0.023486529,0.044609904,0.06354482,0.109135024
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.412020742893219,4.642707824707031,0.24169466,0.307703,26.482530117034912,,,,,,
