,bound,kl,tS,tT,time,dS,dT,eS,eT,rS,rT
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1532426476478576,0.0740535855293273,0.058099866,0.045808177,91.87066459655762,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3073475658893585,0.0011734962463378,0.055944055,0.04225352,105.27429056167604,0.0939629,0.094439335,0.045607682,0.04213277,0.09258913,0.08935244
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3073475658893585,0.0011734962463378,0.055944055,0.04225352,108.2580213546753,0.0939629,0.094439335,0.045607682,0.04213277,0.09258913,0.08935244
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4374711811542511,0.1901936531066894,0.25413916,0.3341863,37.56794786453247,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.126302495598793,0.0032429695129394,0.04012945,0.033,855.9408068656921,0.045447655,0.04360164,0.029001344,0.025670849,0.05172517,0.04747167
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6960857510566711,0.2255306243896484,0.12844037,0.14417177,515.7478256225586,0.48315322,0.48391452,0.18645641,0.19164108,0.42803302,0.43359834
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3069652318954468,20.976318359375,0.09779756,0.14544837,192.7887682914734,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.125134527683258,1.8597564697265625,0.047782816,0.07112542,129.71424317359924,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0933825001120567,38.26095581054688,0.047547687,0.056454252,1614.4171726703644,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4203295409679413,4.762821197509766,0.23961236,0.30953884,89.51823258399963,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4395161867141723,0.1954929828643798,0.247448,0.33071595,68.13716053962708,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8821306824684143,0.0032010078430175,0.24675325,0.32026145,66.91009330749512,0.15467198,0.21341754,0.19260392,0.2633417,0.2699399,0.37005046
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.126302495598793,0.0032429695129394,0.04012945,0.033,884.8433873653412,0.045447655,0.04360164,0.029001344,0.025670849,0.05172517,0.04747167
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3243000507354736,33.758453369140625,0.112360425,0.1108573,158.8248314857483,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8821306228637695,0.0032010078430175,0.24675325,0.32026145,86.66980338096619,0.1546722,0.21341771,0.19260386,0.26334164,0.26993996,0.3700505
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=7/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0542843677103519,0.2299280166625976,0.033352464,0.031172022,688.1328246593475,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0986968651413917,34.199981689453125,0.05347478,0.05449031,2057.8541798591614,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.840548574924469,0.0402426719665527,0.24183007,0.3006536,109.13301038742064,0.48087683,0.48178765,0.20109953,0.21729095,0.44153795,0.45818478
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.840548574924469,0.0402426719665527,0.24183007,0.3006536,107.03317379951476,0.48087683,0.48178765,0.20109953,0.21729095,0.44153795,0.45818478
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2507670819759369,0.0233969688415527,0.033333335,0.06680585,162.02553510665894,0.26324221,0.2539555,0.06365086,0.068364084,0.19527197,0.19534184
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2507670819759369,0.0233969688415527,0.033333335,0.06680585,158.8441960811615,0.26324221,0.2539555,0.06365086,0.068364084,0.19527197,0.19534184
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6346811652183533,0.2374172210693359,0.103975534,0.16871166,313.99939823150635,0.4816014,0.48351026,0.18022896,0.19538423,0.42102966,0.43713936
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2824615836143493,26.63531494140625,0.08783402,0.09552752,199.49545431137085,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0646620020270347,76.54078674316406,0.019988539,0.06287298,35.190438747406006,,,,,,
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0473569929599761,0.1633968353271484,0.034845643,0.035175145,381.754998922348,,,,,,
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6424385905265808,12.059335708618164,0.24123618,0.3967141,0.9898979663848876,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1032379120588302,40.85302734375,0.054034058,0.05494126,185.5850694179535,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1152587383985519,241.83062744140625,0.01923189,0.0622382,48.2757568359375,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0510142333805561,0.1199092864990234,0.031061722,0.03309227,183.1614961624145,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0601901039481163,0.0057005882263183,0.008273285,0.035734706,47.8687915802002,0.09613596,0.13113205,0.01956074,0.04821664,0.06762872,0.11378267
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2594534754753113,0.6490569114685059,0.051149238,0.05125,1882.3260660171509,0.44167995,0.44033217,0.12944803,0.12791914,0.350288,0.34808522
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5389990210533142,0.7394512891769409,0.2945312,0.4038826,0.3915061950683594,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5516959428787231,0.2111110687255859,0.045614034,0.045774646,249.84622073173523,0.4794147,0.48059148,0.16852596,0.171094,0.4082333,0.41138974
data=glass/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,1.2570288181304932,0.0017662048339843,0.25925925,0.34579438,0.8067753314971924,0.24695176,0.25041607,0.28741598,0.2801143,0.41089186,0.40532234
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4375338852405548,17.1319580078125,0.2842339,0.29386345,272.49849796295166,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3309126496315002,27.40911865234375,0.13255359,0.19973628,398.91222524642944,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4623447060585022,0.1494903564453125,0.036697246,0.06912442,324.42991971969604,0.4750585,0.47764328,0.15854427,0.16692422,0.39607352,0.40574586
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6023092865943909,99.89371490478516,0.52527297,0.5361728,89.48535442352295,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0499897561967372,37.341190338134766,0.02014728,0.024529494,34.68235182762146,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0771055519580841,114.6900405883789,0.019408347,0.024795558,47.21232056617737,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4623442590236664,0.1494898796081543,0.036697246,0.06912442,347.806923866272,0.4750585,0.47764334,0.15854427,0.16692422,0.39607352,0.4057459
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5516952276229858,0.2111101150512695,0.045614034,0.045774646,309.5189023017884,0.4794147,0.48059148,0.16852596,0.17109406,0.4082333,0.4113898
data=pendigits/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0628814622759819,0.00669527053833,0.009073926,0.013150372,35.75071859359741,0.101253465,0.10109003,0.020376801,0.022196397,0.071003534,0.07274141
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.6346806883811951,0.2374167442321777,0.103975534,0.16871166,444.8109805583954,0.4816014,0.4835102,0.1802289,0.1953842,0.4210296,0.4371393
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6346777081489563,0.785510778427124,0.37342158,0.44215727,0.5205519199371338,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,1.2638680934906006,0.0201153755187988,0.3281549,0.33695817,124.1691551208496,0.4536364,0.45157805,0.31403106,0.3183769,0.54084927,0.5441659
data=glass/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,1.3015304803848269,0.0037493705749511,0.37037036,0.3364486,0.7149224281311035,0.28539965,0.35342506,0.28613448,0.29222763,0.4288343,0.46894017
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7131041884422302,8.92431354522705,0.35465416,0.43270436,0.6768655776977539,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1003403961658477,41.42105102539063,0.051345937,0.050209265,1991.8957386016848,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2508070170879364,17.4102783203125,0.07174893,0.10596968,410.8588228225708,,,,,,
data=shuttle/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0061223986558616,92.12701416015624,0.00039862972,0.00052660645,148.64194798469543,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6037281155586243,100.65318298339844,0.5264551,0.5314152,156.3792040348053,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8997864723205566,0.1491479873657226,0.2400835,0.24217118,326.80850481987,0.49049366,0.49033973,0.21218938,0.21364449,0.4574362,0.45881435
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2530050873756408,0.6022820472717285,0.048559405,0.0485,2220.3456671237946,0.4482632,0.44635168,0.13319732,0.13265066,0.35732892,0.3558265
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8997864723205566,0.1491479873657226,0.2400835,0.24217118,329.3828945159912,0.49049366,0.49033973,0.21218938,0.21364449,0.4574362,0.45881435
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1074602603912353,0.0014386177062988,0.03236246,0.03175,1294.6699142456057,0.037652418,0.035595156,0.024897013,0.026046079,0.043723222,0.043843657
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2530050873756408,0.6022820472717285,0.048559405,0.0485,2233.0361018180847,0.4482632,0.44635168,0.13319732,0.13265066,0.35732892,0.3558265
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0596048273146152,65.41390228271484,0.019475315,0.02878963,27.364448070526123,,,,,,
data=protein/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.6255123019218445,174.3594970703125,0.52600473,0.5293007,88.85845351219177,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0923928692936897,39.103546142578125,0.046436798,0.055187006,1664.602473735809,,,,,,
data=sensorless/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0207435507327318,328.31903076171875,0.002307728,0.002114526,165.08677220344543,,,,,,
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.8120163083076477,13.715707778930664,0.42605275,0.40359828,0.6796989440917969,,,,,,
data=pendigits/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0656863823533058,0.0052690505981445,0.010675207,0.014008004,44.32209324836731,0.10013266,0.10191601,0.021262467,0.024682824,0.0713288,0.07564083
data=glass/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7070377469062805,1.0057120323181152,0.46107155,0.4174592,0.3748993873596191,,,,,,
data=glass/delta=0.05/epoch=20/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,1.442575216293335,0.0018858909606933,0.42592594,0.317757,0.6798410415649414,0.27809644,0.3272886,0.33075947,0.2723812,0.46980768,0.43602547
data=pendigits/delta=0.05/epoch=20/learner=bound-sto/max_depth=None/mc_draws=10/multi=True/nb_per_attribute=10/nb_tree=50/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.086763896048069,149.7654266357422,0.018569153,0.028406138,54.42701125144959,,,,,,
